text,Cleaned Text,Tokens,matches,match_indices,match_count,results,Alternative_Sentence,sentence_cosine,avg_cosine
Når diktaturet EU tromler lovgivning igennem og tvinger det ned over medlemsstater skal vi finde informationen på udenlandske sider #dkpol #diktatur #burnthebooks [LINK],når diktaturet eu tromler lovgivning igennem og tvinger det ned over medlemsstater skal vi finde informationen på udenlandske sider #dkpol #diktatur #burnthebooks [link],når diktaturet eu tromler lovgivning igennem og tvinger det ned over medlemsstater skal vi finde informationen på udenlandske sider dkpol diktatur burnthebooks,[],[],0,[],når diktaturet eu tromler lovgivning igennem og tvinger det ned over medlemsstater skal vi finde informationen på udenlandske sider dkpol diktatur burnthebooks,[],0.0
"@USER @USER @USER har faktisk ikke styr på noget som helst, derfor den lidt sure LLR for nærgående spørgsmål ;-) Han kan pakke sine sydfrugter, og smutte ned til resten af Vennerne i EU ;-) #dkpol","@user @user @user har faktisk ikke styr på noget som helst, derfor den lidt sure llr for nærgående spørgsmål ;-) han kan pakke sine sydfrugter, og smutte ned til resten af vennerne i eu ;-) #dkpol","har faktisk ikke styr på noget som helst , derfor den lidt sure llr for nærgående spørgsmål ; ) han kan pakke sine sydfrugter , og smutte ned til resten af vennerne i eu ; ) dkpol",[],[],0,[],"har faktisk ikke styr på noget som helst , derfor den lidt sure llr for nærgående spørgsmål ; ) han kan pakke sine sydfrugter , og smutte ned til resten af vennerne i eu ; ) dkpol",[],0.0
@USER @USER @USER @USER @USER Morbidt!,@user @user @user @user @user morbidt!,morbidt !,[],[],0,[],morbidt !,[],0.0
"@USER En disciplinærsag er helt sikkert useriøst. Og reglerne er som de er, så på den måde er alt selvfølgelig i orden. Men jeg kan sagtens se det problematiske i det.","@user en disciplinærsag er helt sikkert useriøst. og reglerne er som de er, så på den måde er alt selvfølgelig i orden. men jeg kan sagtens se det problematiske i det.","en disciplinærsag er helt sikkert useriøst . og reglerne er som de er , så på den måde er alt selvfølgelig i orden . men jeg kan sagtens se det problematiske i det .",[],[],0,[],"en disciplinærsag er helt sikkert useriøst . og reglerne er som de er , så på den måde er alt selvfølgelig i orden . men jeg kan sagtens se det problematiske i det .",[],0.0
@USER @USER ‘Team Mette’. Ved din chef det?😀,@user @user ‘team mette’. ved din chef det?😀,team mette . ved din chef det ?,[],[],0,[],team mette . ved din chef det ?,[],0.0
"Jeg tror sgu jeg stemmer på @USER denne gang. Jeg er egentlig uenig med hende om mange ting, men hun er en af de få gode og ordentlige mennesker der er (tilbage) i #dkpol. Uanset holdningsforskelle har hun i min respekt og det er en stemme værd i min bog.","jeg tror sgu jeg stemmer på @user denne gang. jeg er egentlig uenig med hende om mange ting, men hun er en af de få gode og ordentlige mennesker der er (tilbage) i #dkpol. uanset holdningsforskelle har hun i min respekt og det er en stemme værd i min bog.","jeg tror sgu jeg stemmer på denne gang . jeg er egentlig uenig med hende om mange ting , men hun er en af de få gode og ordentlige mennesker der er ( tilbage ) i dkpol . uanset holdningsforskelle har hun i min respekt og det er en stemme værd i min bog .",[],[],0,[],"jeg tror sgu jeg stemmer på denne gang . jeg er egentlig uenig med hende om mange ting , men hun er en af de få gode og ordentlige mennesker der er ( tilbage ) i dkpol . uanset holdningsforskelle har hun i min respekt og det er en stemme værd i min bog .",[],0.0
"@USER @USER @USER ...hvilket vil have ca. samme effekt som ved valget i ‘15 at stemme på en SF-kandidat, der ikke ville sælge DONG til GS","@user @user @user ...hvilket vil have ca. samme effekt som ved valget i ‘15 at stemme på en sf-kandidat, der ikke ville sælge dong til gs",". . . hvilket vil have ca . samme effekt som ved valget i 15 at stemme på en sf kandidat , der ikke ville sælge dong til gs",[],[],0,[],". . . hvilket vil have ca . samme effekt som ved valget i 15 at stemme på en sf kandidat , der ikke ville sælge dong til gs",[],0.0
"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen [LINK]","lig, dildoer og flaskepost: sære ting, der er blevet fundet i naturen [link]","lig , dildoer og flaskepost sære ting , der er blevet fundet i naturen",[],[],0,[],"lig , dildoer og flaskepost sære ting , der er blevet fundet i naturen",[],0.0
"@USER @USER @USER Selv hvis du har ret, Thomas, (hvilket jeg godt kan forestille mig), er der jo ingen grund til at blive nedladende. Dårlig stil. Ikke godt for folkestyret og respekten for det.","@user @user @user selv hvis du har ret, thomas, (hvilket jeg godt kan forestille mig), er der jo ingen grund til at blive nedladende. dårlig stil. ikke godt for folkestyret og respekten for det.","selv hvis du har ret , thomas , ( hvilket jeg godt kan forestille mig ) , er der jo ingen grund til at blive nedladende . dårlig stil . ikke godt for folkestyret og respekten for det .",[],[],0,[],"selv hvis du har ret , thomas , ( hvilket jeg godt kan forestille mig ) , er der jo ingen grund til at blive nedladende . dårlig stil . ikke godt for folkestyret og respekten for det .",[],0.0
"FSN får kæmpebeløb efter opkøb af jysk selskab: Sælger ""afgav stærkt misvisende oplysninger"" [LINK]","fsn får kæmpebeløb efter opkøb af jysk selskab: sælger ""afgav stærkt misvisende oplysninger"" [link]",fsn får kæmpebeløb efter opkøb af jysk selskab sælger afgav stærkt misvisende oplysninger,[],[],0,[],fsn får kæmpebeløb efter opkøb af jysk selskab sælger afgav stærkt misvisende oplysninger,[],0.0
"Hun er helt klart en af dem - ja, men ikke den eneste. [LINK]","hun er helt klart en af dem - ja, men ikke den eneste. [link]","hun er helt klart en af dem ja , men ikke den eneste .",[],[],0,[],"hun er helt klart en af dem ja , men ikke den eneste .",[],0.0
"@USER @USER Selvfølgelig går jeg da til valg på det. Dine egne partifæller Søren Gade og Jakob Jensen har præcis samme bekymringer for konsekvenserne af lokale sygehuse, når prioriteringer og beslutninger ikke træffes af borgervalgte repræsentanter, men af embedsmænd i en bestyrelse i Århus.","@user @user selvfølgelig går jeg da til valg på det. dine egne partifæller søren gade og jakob jensen har præcis samme bekymringer for konsekvenserne af lokale sygehuse, når prioriteringer og beslutninger ikke træffes af borgervalgte repræsentanter, men af embedsmænd i en bestyrelse i århus.","selvfølgelig går jeg da til valg på det . dine egne partifæller søren gade og jakob jensen har præcis samme bekymringer for konsekvenserne af lokale sygehuse , når prioriteringer og beslutninger ikke træffes af borgervalgte repræsentanter , men af embedsmænd i en bestyrelse i århus .",[],[],0,[],"selvfølgelig går jeg da til valg på det . dine egne partifæller søren gade og jakob jensen har præcis samme bekymringer for konsekvenserne af lokale sygehuse , når prioriteringer og beslutninger ikke træffes af borgervalgte repræsentanter , men af embedsmænd i en bestyrelse i århus .",[],0.0
"Jeg vil gøre mit bedste for at dokumentere de første to dage på @USER som professionel og være der om lørdagen i mit private med datteren. #uddpol #skills #eud #eux 

Følg det hele på Detailhandelsuddannelsens Facebookside: 👇👇
[LINK]",jeg vil gøre mit bedste for at dokumentere de første to dage på @user som professionel og være der om lørdagen i mit private med datteren. #uddpol #skills #eud #eux   følg det hele på detailhandelsuddannelsens facebookside: 👇👇 [link],jeg vil gøre mit bedste for at dokumentere de første to dage på som professionel og være der om lørdagen i mit private med datteren . uddpol skills eud eux følg det hele på detailhandelsuddannelsens facebookside,"['private', 'skills']","[22, 27]",2,"['equity-fonde', 'skillsdm']",jeg vil gøre mit bedste for at dokumentere de første to dage på som professionel og være der om lørdagen i mit equity-fonde med datteren . uddpol skillsdm eud eux følg det hele på detailhandelsuddannelsens facebookside,"[0.8998651504516602, 0.33236634731292725]",0.6161157488822937
"Nyt på den politiske blog:
En ny tamilsag? Inger Støjbergs løgne i samråd... #dkpol #dkmedier #ministeransvar #demokrati #dkjura 
[LINK]",nyt på den politiske blog: en ny tamilsag? inger støjbergs løgne i samråd... #dkpol #dkmedier #ministeransvar #demokrati #dkjura  [link],nyt på den politiske blog en ny tamilsag ? inger støjbergs løgne i samråd . . . dkpol dkmedier ministeransvar demokrati dkjura,['blog'],[4],1,['blogroll'],nyt på den politiske blogroll en ny tamilsag ? inger støjbergs løgne i samråd . . . dkpol dkmedier ministeransvar demokrati dkjura,[0.9732810258865356],0.9732810258865356
"@USER Bestemt. Det er lidt enten eller, ikke?","@user bestemt. det er lidt enten eller, ikke?","bestemt . det er lidt enten eller , ikke ?",[],[],0,[],"bestemt . det er lidt enten eller , ikke ?",[],0.0
"@USER @USER Uha, nu sætter du min Bundesliga-viden på prøve. Jeg har kun set dem, når de har spillet europæisk. Men jo, der er det i hvert fald mest Werner, der er den bevægelige af de to, mens Yussuf befinder sig mest centralt.","@user @user uha, nu sætter du min bundesliga-viden på prøve. jeg har kun set dem, når de har spillet europæisk. men jo, der er det i hvert fald mest werner, der er den bevægelige af de to, mens yussuf befinder sig mest centralt.","uha , nu sætter du min bundesliga viden på prøve . jeg har kun set dem , når de har spillet europæisk . men jo , der er det i hvert fald mest werner , der er den bevægelige af de to , mens yussuf befinder sig mest centralt .",['set'],[14],1,['ubeboeligt«'],"uha , nu sætter du min bundesliga viden på prøve . jeg har kun ubeboeligt« dem , når de har spillet europæisk . men jo , der er det i hvert fald mest werner , der er den bevægelige af de to , mens yussuf befinder sig mest centralt .",[0.884435772895813],0.884435772895813
"RT @USER: Kære AAB fans,

Fedt at se i er så mange. Endda på en torsdag. Det kunne de lære lidt af i Herning.","rt @user: kære aab fans,  fedt at se i er så mange. endda på en torsdag. det kunne de lære lidt af i herning.","rt kære aab fans , fedt at se i er så mange . endda på en torsdag . det kunne de lære lidt af i herning .",[],[],0,[],"rt kære aab fans , fedt at se i er så mange . endda på en torsdag . det kunne de lære lidt af i herning .",[],0.0
"Jeg er udsat for uønskede phishing-opkald på min telefon. Dem i den anden ende bliver ved med at skifte nummer, så jeg ikke kan blokere numrene. Hvad skal jeg gøre, for at slippe af med den form for chikane? #twitterhjerne #phishing","jeg er udsat for uønskede phishing-opkald på min telefon. dem i den anden ende bliver ved med at skifte nummer, så jeg ikke kan blokere numrene. hvad skal jeg gøre, for at slippe af med den form for chikane? #twitterhjerne #phishing","jeg er udsat for uønskede phishing opkald på min telefon . dem i den anden ende bliver ved med at skifte nummer , så jeg ikke kan blokere numrene . hvad skal jeg gøre , for at slippe af med den form for chikane ? twitterhjerne phishing","['phishing', 'phishing']","[5, 46]",2,"['malware', 'malware']","jeg er udsat for uønskede malware opkald på min telefon . dem i den anden ende bliver ved med at skifte nummer , så jeg ikke kan blokere numrene . hvad skal jeg gøre , for at slippe af med den form for chikane ? twitterhjerne malware","[0.9098504781723022, 0.5500459671020508]",0.7299482226371765
"Det spejler sig i spørgsmålet til Møller: Vil du være enig i, at det oplyser Koch at diskutere hans forhold til Grønbech. Det er jo ikke svært for doktoranden at give ham ret i. Det giver en venlig og samtalende diskussion.","det spejler sig i spørgsmålet til møller: vil du være enig i, at det oplyser koch at diskutere hans forhold til grønbech. det er jo ikke svært for doktoranden at give ham ret i. det giver en venlig og samtalende diskussion.","det spejler sig i spørgsmålet til møller vil du være enig i , at det oplyser koch at diskutere hans forhold til grønbech . det er jo ikke svært for doktoranden at give ham ret i . det giver en venlig og samtalende diskussion .",['give'],[32],1,['giver'],"det spejler sig i spørgsmålet til møller vil du være enig i , at det oplyser koch at diskutere hans forhold til grønbech . det er jo ikke svært for doktoranden at giver ham ret i . det giverr en venlig og samtalende diskussion .",[0.9907501935958862],0.9907501935958862
"#danmarkspanelet handler i dag om minimumsnormeringer. Panelet udfordrer @USER og @USER. Også om udflytning, ultimative krav og propapanda fra Kina. Se med kl 11, 13 og 21 på @USER #dkpol","#danmarkspanelet handler i dag om minimumsnormeringer. panelet udfordrer @user og @user. også om udflytning, ultimative krav og propapanda fra kina. se med kl 11, 13 og 21 på @user #dkpol","danmarkspanelet handler i dag om minimumsnormeringer . panelet udfordrer og . også om udflytning , ultimative krav og propapanda fra kina . se med kl 11 , 13 og 21 på dkpol",['handler'],[1],1,['usendelsen'],"danmarkspanelet usendelsen i dag om minimumsnormeringer . panelet udfordrer og . også om udflytning , ultimative krav og propapanda fra kina . se med kl 11 , 13 og 21 på dkpol",[0.937738835811615],0.937738835811615
"@USER Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....","@user hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....","hvorfor gør dkpol ikke noget mere for at få flere elbiler på vejene , ladestandere sat op . . . .",[],[],0,[],"hvorfor gør dkpol ikke noget mere for at få flere elbiler på vejene , ladestandere sat op . . . .",[],0.0
"2020 TV2 der vinder han igen, så har i masser af tid til overskrifter, ja i kunne jo også prøve med journalistik for Real #dkmedier [LINK]","2020 tv2 der vinder han igen, så har i masser af tid til overskrifter, ja i kunne jo også prøve med journalistik for real #dkmedier [link]","2020 tv2 der vinder han igen , så har i masser af tid til overskrifter , ja i kunne jo også prøve med journalistik for real dkmedier",['real'],[25],1,['barca'],"2020 tv2 der vinder han igen , så har i masser af tid til overskrifter , ja i kunne jo også prøve med journalistik for barca dkmedier",[0.952700138092041],0.952700138092041
